Country,Total Exports Value ($US),Customs Import Value (Gen) ($US),Month,Year
Anguilla,"6,931,783","1,624,980",Jan,2018
Anguilla,"8,792,332","214,334",Feb,2018
Anguilla,"10,754,189","206,162",Mar,2018
Anguilla,"9,589,568","314,757",Apr,2018
Anguilla,"8,071,750","162,321",May,2018
Anguilla,"9,610,153","305,315",Jun,2018
Anguilla,"7,886,445","210,639",Jul,2018
Anguilla,"9,451,507","329,851",Aug,2018
Anguilla,"9,097,120","463,193",Sep,2018
Anguilla,"14,696,939","187,237",Oct,2018
Anguilla,"12,323,758","868,288",Nov,2018
Anguilla,"8,499,909","175,193",Dec,2018
Anguilla,"6,615,034","65,289",Jan,2019
Anguilla,"6,512,817","176,842",Feb,2019
Anguilla,"5,495,669","196,965",Mar,2019
Anguilla,"5,979,716","130,132",Apr,2019
Anguilla,"5,755,575","165,485",May,2019
Anguilla,"4,692,057","92,677",Jun,2019
Anguilla,"6,526,577","206,146",Jul,2019
Anguilla,"5,917,169","353,117",Aug,2019
Anguilla,"4,129,235","416,200",Sep,2019
Anguilla,"9,347,549","241,179",Oct,2019
Anguilla,"5,635,447","184,637",Nov,2019
Anguilla,"7,165,345","126,286",Dec,2019
Anguilla,"5,033,606","242,981",Jan,2020
Anguilla,"4,295,541","125,756",Feb,2020
Anguilla,"4,527,366","212,969",Mar,2020
Anguilla,"3,095,039","4,593",Apr,2020
Anguilla,"2,665,314","16,983",May,2020
Anguilla,"3,494,134","34,831",Jun,2020
Anguilla,"4,391,523","131,157",Jul,2020
Anguilla,"2,807,905","34,258",Aug,2020
Anguilla,"4,735,797","171,109",Sep,2020
Anguilla,"3,708,115","68,019",Oct,2020
Anguilla,"3,438,560","296,276",Nov,2020
Anguilla,"4,851,039","241,327",Dec,2020
Anguilla,"4,347,030","22,631",Jan,2021
Anguilla,"4,026,733","21,680",Feb,2021
Anguilla,"6,686,439","101,679",Mar,2021
Anguilla,"6,829,243","57,915",Apr,2021
Anguilla,"4,021,491","44,377",May,2021
Anguilla,"3,415,808","37,686",Jun,2021
Anguilla,"5,925,094","74,815",Jul,2021
Anguilla,"7,292,884","27,312",Aug,2021
Anguilla,"10,788,309","83,773",Sep,2021
Anguilla,"9,659,738","83,191",Oct,2021
Anguilla,"9,139,962","30,828",Nov,2021
Anguilla,"7,559,382","46,317",Dec,2021
Anguilla,"10,215,102","52,024",Jan,2022
Anguilla,"6,450,052","32,975",Feb,2022
Anguilla,"10,326,754","3,989,628",Mar,2022
Anguilla,"6,471,919","63,159",Apr,2022
Anguilla,"5,213,531","328,181",May,2022
Anguilla,"6,574,131","668,212",Jun,2022
Anguilla,"4,331,307","172,979",Jul,2022
Anguilla,"4,722,441","147,279",Aug,2022
Anguilla,"5,586,512","182,529",Sep,2022
Anguilla,"6,898,201","8,092",Oct,2022
Anguilla,"8,157,876","43,923",Nov,2022
Anguilla,"11,735,707","28,192",Dec,2022
Anguilla,"5,802,851","39,853",Jan,2023
Anguilla,"4,891,629","174,651",Feb,2023
Anguilla,"6,531,751","84,402",Mar,2023
Anguilla,"6,264,308","143,640",Apr,2023
Anguilla,"5,601,522","68,124",May,2023
Anguilla,"4,827,837","86,973",Jun,2023
Anguilla,"5,222,203","113,624",Jul,2023
Anguilla,"6,041,454","96,945",Aug,2023
Anguilla,"4,133,890","80,598",Sep,2023
Anguilla,"6,203,857","175,232",Oct,2023
Anguilla,"8,077,969","106,820",Nov,2023
Anguilla,"6,588,390","139,575",Dec,2023
Antigua and Barbuda,"74,594,479","299,550",Jan,2015
Antigua and Barbuda,"97,936,524","146,301",Feb,2015
Antigua and Barbuda,"122,928,142","152,274",Mar,2015
Antigua and Barbuda,"63,415,574","222,119",Apr,2015
Antigua and Barbuda,"49,825,694","332,931",May,2015
Antigua and Barbuda,"59,971,972","2,884,377",Jun,2015
Antigua and Barbuda,"58,233,759","794,708",Jul,2015
Antigua and Barbuda,"42,058,359","641,111",Aug,2015
Antigua and Barbuda,"23,906,935","424,553",Sep,2015
Antigua and Barbuda,"30,102,016","461,869",Oct,2015
Antigua and Barbuda,"16,112,723","279,790",Nov,2015
Antigua and Barbuda,"38,583,579","216,812",Dec,2015
Antigua and Barbuda,"14,997,057","3,432,792",Jan,2016
Antigua and Barbuda,"19,099,656","388,707",Feb,2016
Antigua and Barbuda,"19,016,364","382,770",Mar,2016
Antigua and Barbuda,"21,090,057","452,730",Apr,2016
Antigua and Barbuda,"26,121,384","353,069",May,2016
Antigua and Barbuda,"29,553,471","1,857,864",Jun,2016
Antigua and Barbuda,"12,754,092","499,839",Jul,2016
Antigua and Barbuda,"25,498,742","6,291,216",Aug,2016
Antigua and Barbuda,"18,215,438","312,584",Sep,2016
Antigua and Barbuda,"26,660,465","356,472",Oct,2016
Antigua and Barbuda,"25,033,603","1,721,915",Nov,2016
Antigua and Barbuda,"23,464,626","823,222",Dec,2016
Antigua and Barbuda,"42,667,913","2,834,822",Jan,2017
Antigua and Barbuda,"26,934,906","457,622",Feb,2017
Antigua and Barbuda,"29,994,642","691,517",Mar,2017
Antigua and Barbuda,"17,305,965","827,640",Apr,2017
Antigua and Barbuda,"26,680,284","1,678,256",May,2017
Antigua and Barbuda,"36,328,511","2,585,240",Jun,2017
Antigua and Barbuda,"23,358,045","731,770",Jul,2017
Antigua and Barbuda,"41,183,870","344,064",Aug,2017
Antigua and Barbuda,"35,644,126","183,881",Sep,2017
Antigua and Barbuda,"36,147,841","654,364",Oct,2017
Antigua and Barbuda,"59,660,586","241,938",Nov,2017
Antigua and Barbuda,"49,695,336","500,724",Dec,2017
Antigua and Barbuda,"62,374,644","163,931",Jan,2018
Antigua and Barbuda,"41,456,795","364,302",Feb,2018
Antigua and Barbuda,"34,315,647","378,686",Mar,2018
Antigua and Barbuda,"40,592,500","186,616",Apr,2018
Antigua and Barbuda,"31,479,469","997,105",May,2018
Antigua and Barbuda,"49,580,923","196,058",Jun,2018
Antigua and Barbuda,"28,875,656","211,186",Jul,2018
Antigua and Barbuda,"42,030,260","350,762",Aug,2018
Antigua and Barbuda,"31,428,038","344,827",Sep,2018
Antigua and Barbuda,"54,130,144","374,698",Oct,2018
Antigua and Barbuda,"48,387,350","907,650",Nov,2018
Antigua and Barbuda,"48,895,471","321,898",Dec,2018
Antigua and Barbuda,"44,265,887","344,850",Jan,2019
Antigua and Barbuda,"31,507,845","288,244",Feb,2019
Antigua and Barbuda,"55,684,620","607,888",Mar,2019
Antigua and Barbuda,"37,105,099","349,411",Apr,2019
Antigua and Barbuda,"47,716,308","2,210,057",May,2019
Antigua and Barbuda,"28,871,258","2,699,296",Jun,2019
Antigua and Barbuda,"58,143,732","226,390",Jul,2019
Antigua and Barbuda,"20,644,513","316,763",Aug,2019
Antigua and Barbuda,"45,947,787","632,201",Sep,2019
Antigua and Barbuda,"47,918,454","199,641",Oct,2019
Antigua and Barbuda,"32,739,173","146,513",Nov,2019
Antigua and Barbuda,"39,096,788","2,540,861",Dec,2019
Antigua and Barbuda,"38,691,882","702,357",Jan,2020
Antigua and Barbuda,"30,899,818","656,173",Feb,2020
Antigua and Barbuda,"23,971,958","370,047",Mar,2020
Antigua and Barbuda,"28,845,784","111,707",Apr,2020
Antigua and Barbuda,"9,487,201","76,785",May,2020
Antigua and Barbuda,"20,852,302","88,748",Jun,2020
Antigua and Barbuda,"16,592,658","554,289",Jul,2020
Antigua and Barbuda,"15,700,434","220,771",Aug,2020
Antigua and Barbuda,"15,712,306","400,474",Sep,2020
Antigua and Barbuda,"21,598,834","592,767",Oct,2020
Antigua and Barbuda,"37,242,707","1,205,699",Nov,2020
Antigua and Barbuda,"31,283,504","274,914",Dec,2020
Antigua and Barbuda,"69,551,833","244,585",Jan,2021
Antigua and Barbuda,"16,746,179","415,221",Feb,2021
Antigua and Barbuda,"39,085,990","1,608,754",Mar,2021
Antigua and Barbuda,"54,126,465","1,210,753",Apr,2021
Antigua and Barbuda,"52,135,930","168,159",May,2021
Antigua and Barbuda,"38,218,081","906,189",Jun,2021
Antigua and Barbuda,"32,200,676","247,374",Jul,2021
Antigua and Barbuda,"36,786,199","242,498",Aug,2021
Antigua and Barbuda,"62,691,256","278,977",Sep,2021
Antigua and Barbuda,"68,243,065","983,428",Oct,2021
Antigua and Barbuda,"54,529,399","1,625,071",Nov,2021
Antigua and Barbuda,"49,971,066","21,524,176",Dec,2021
Antigua and Barbuda,"56,732,819","1,695,355",Jan,2022
Antigua and Barbuda,"66,331,385","439,163",Feb,2022
Antigua and Barbuda,"97,590,537","695,898",Mar,2022
Antigua and Barbuda,"115,880,522","430,990",Apr,2022
Antigua and Barbuda,"139,453,959","950,824",May,2022
Antigua and Barbuda,"82,782,472","886,362",Jun,2022
Antigua and Barbuda,"80,402,743","436,762",Jul,2022
Antigua and Barbuda,"72,332,830","294,891",Aug,2022
Antigua and Barbuda,"96,023,249","1,032,273",Sep,2022
Antigua and Barbuda,"78,226,836","514,335",Oct,2022
Antigua and Barbuda,"76,454,593","843,414",Nov,2022
Antigua and Barbuda,"100,699,784","655,269",Dec,2022
Antigua and Barbuda,"58,101,612","180,879",Jan,2023
Antigua and Barbuda,"82,822,016","4,783,112",Feb,2023
Antigua and Barbuda,"86,398,257","1,471,379",Mar,2023
Antigua and Barbuda,"47,332,806","303,370",Apr,2023
Antigua and Barbuda,"43,578,720","571,279",May,2023
Antigua and Barbuda,"71,443,740","2,815,964",Jun,2023
Antigua and Barbuda,"70,666,827","316,247",Jul,2023
Antigua and Barbuda,"69,511,176","294,961",Aug,2023
Antigua and Barbuda,"80,297,185","583,180",Sep,2023
Antigua and Barbuda,"70,976,983","102,420",Oct,2023
Antigua and Barbuda,"183,552,094","1,087,608",Nov,2023
Antigua and Barbuda,"83,037,934","396,421",Dec,2023
Argentina,"684,404,054","362,779,924",Jan,2015
Argentina,"674,283,546","253,955,108",Feb,2015
Argentina,"832,549,867","336,005,479",Mar,2015
Argentina,"859,132,360","250,332,008",Apr,2015
Argentina,"954,355,136","347,222,386",May,2015
Argentina,"753,589,914","358,710,309",Jun,2015
Argentina,"823,688,787","393,679,231",Jul,2015
Argentina,"886,193,653","254,520,014",Aug,2015
Argentina,"746,414,404","325,590,275",Sep,2015
Argentina,"777,162,110","348,052,168",Oct,2015
Argentina,"637,678,290","357,080,293",Nov,2015
Argentina,"732,404,747","362,989,453",Dec,2015
Argentina,"667,875,809","272,649,629",Jan,2016
Argentina,"703,309,272","231,155,605",Feb,2016
Argentina,"644,926,823","287,817,070",Mar,2016
Argentina,"709,662,313","289,698,715",Apr,2016
Argentina,"813,185,720","374,548,194",May,2016
Argentina,"760,823,314","394,541,163",Jun,2016
Argentina,"674,159,358","388,654,510",Jul,2016
Argentina,"769,491,243","420,884,691",Aug,2016
Argentina,"681,222,312","474,330,847",Sep,2016
Argentina,"672,832,697","480,032,784",Oct,2016
Argentina,"731,808,555","475,583,512",Nov,2016
Argentina,"697,408,193","563,840,334",Dec,2016
Argentina,"650,340,919","281,642,018",Jan,2017
Argentina,"639,648,438","319,148,201",Feb,2017
Argentina,"784,545,285","356,276,353",Mar,2017
Argentina,"951,806,829","358,588,783",Apr,2017
Argentina,"891,885,405","414,587,322",May,2017
Argentina,"871,964,751","458,811,166",Jun,2017
Argentina,"816,150,159","529,592,657",Jul,2017
Argentina,"782,420,770","497,335,504",Aug,2017
Argentina,"812,215,363","362,645,725",Sep,2017
Argentina,"864,515,139","366,013,549",Oct,2017
Argentina,"737,570,324","464,295,925",Nov,2017
Argentina,"800,597,686","376,128,448",Dec,2017
Argentina,"829,288,523","343,949,331",Jan,2018
Argentina,"679,334,337","440,786,376",Feb,2018
Argentina,"805,413,888","463,873,127",Mar,2018
Argentina,"774,381,591","327,529,114",Apr,2018
Argentina,"947,263,293","432,635,054",May,2018
Argentina,"823,517,392","351,252,393",Jun,2018
Argentina,"827,033,056","359,986,054",Jul,2018
Argentina,"902,774,423","411,964,046",Aug,2018
Argentina,"777,178,550","334,355,107",Sep,2018
Argentina,"890,358,376","514,723,664",Oct,2018
Argentina,"942,521,265","411,657,988",Nov,2018
Argentina,"708,523,102","439,855,704",Dec,2018
Argentina,"688,022,626","454,025,144",Jan,2019
Argentina,"694,762,379","389,652,517",Feb,2019
Argentina,"691,729,069","496,448,397",Mar,2019
Argentina,"741,778,339","419,195,970",Apr,2019
Argentina,"689,730,868","407,558,163",May,2019
Argentina,"825,779,248","358,241,419",Jun,2019
Argentina,"760,615,511","503,430,883",Jul,2019
Argentina,"793,679,764","423,354,112",Aug,2019
Argentina,"567,559,949","322,701,606",Sep,2019
Argentina,"601,038,422","529,073,378",Oct,2019
Argentina,"478,868,171","317,432,257",Nov,2019
Argentina,"588,375,936","309,441,495",Dec,2019
Argentina,"520,947,284","390,020,018",Jan,2020
Argentina,"518,924,102","320,820,664",Feb,2020
Argentina,"528,286,279","292,764,730",Mar,2020
Argentina,"354,215,773","265,140,360",Apr,2020
Argentina,"450,151,119","294,928,118",May,2020
Argentina,"487,057,319","395,439,919",Jun,2020
Argentina,"480,530,053","389,435,177",Jul,2020
Argentina,"502,024,286","521,628,800",Aug,2020
Argentina,"497,797,183","372,797,249",Sep,2020
Argentina,"605,609,666","376,016,376",Oct,2020
Argentina,"511,321,144","304,353,893",Nov,2020
Argentina,"494,800,605","271,195,935",Dec,2020
Argentina,"470,260,617","261,925,664",Jan,2021
Argentina,"431,580,519","278,269,129",Feb,2021
Argentina,"574,920,101","337,044,717",Mar,2021
Argentina,"575,394,768","402,938,374",Apr,2021
Argentina,"778,602,060","386,132,012",May,2021
Argentina,"788,155,578","389,151,971",Jun,2021
Argentina,"754,989,638","564,215,506",Jul,2021
Argentina,"694,733,086","384,612,052",Aug,2021
Argentina,"645,906,582","583,305,247",Sep,2021
Argentina,"742,115,230","456,253,065",Oct,2021
Argentina,"617,310,199","546,426,127",Nov,2021
Argentina,"706,903,831","531,729,867",Dec,2021
Argentina,"652,305,106","470,601,410",Jan,2022
Argentina,"909,867,765","464,967,564",Feb,2022
Argentina,"1,102,670,089","693,771,123",Mar,2022
Argentina,"1,109,681,924","715,655,544",Apr,2022
Argentina,"1,228,652,837","563,821,451",May,2022
Argentina,"1,784,352,111","568,073,640",Jun,2022
Argentina,"1,594,326,936","625,732,356",Jul,2022
Argentina,"1,163,794,872","518,591,008",Aug,2022
Argentina,"914,567,155","471,057,968",Sep,2022
Argentina,"770,092,316","600,031,897",Oct,2022
Argentina,"837,463,043","549,074,392",Nov,2022
Argentina,"686,611,983","689,751,169",Dec,2022
Argentina,"766,250,498","583,769,875",Jan,2023
Argentina,"810,463,255","519,870,170",Feb,2023
Argentina,"983,023,622","473,700,519",Mar,2023
Argentina,"1,002,866,596","544,152,158",Apr,2023
Argentina,"1,412,469,328","417,405,578",May,2023
Argentina,"1,329,958,939","459,765,581",Jun,2023
Argentina,"1,018,701,729","576,410,437",Jul,2023
Argentina,"899,942,856","521,763,986",Aug,2023
Argentina,"1,131,058,799","647,497,697",Sep,2023
Argentina,"939,732,470","490,321,961",Oct,2023
Argentina,"661,937,584","579,878,583",Nov,2023
Argentina,"619,318,122","611,034,479",Dec,2023
Armenia,"3,076,256","4,748,318",Jan,2015
Armenia,"3,447,281","6,344,272",Feb,2015
Armenia,"3,508,973","7,030,187",Mar,2015
Armenia,"2,599,432","9,464,150",Apr,2015
Armenia,"2,923,552","8,345,872",May,2015
Armenia,"2,612,138","6,940,929",Jun,2015
Armenia,"4,683,081","4,489,110",Jul,2015
Armenia,"5,589,141","3,155,479",Aug,2015
Armenia,"3,968,757","2,498,026",Sep,2015
Armenia,"5,528,808","3,345,307",Oct,2015
Armenia,"6,978,432","3,530,939",Nov,2015
Armenia,"5,330,319","2,570,443",Dec,2015
Armenia,"2,993,819","4,567,596",Jan,2016
Armenia,"2,853,575","3,271,609",Feb,2016
Armenia,"2,656,475","1,978,473",Mar,2016
Armenia,"3,060,403","2,491,519",Apr,2016
Armenia,"6,086,841","4,624,259",May,2016
Armenia,"4,270,731","3,435,536",Jun,2016
Armenia,"2,929,249","3,514,337",Jul,2016
Armenia,"2,154,937","4,961,498",Aug,2016
Armenia,"2,567,744","3,784,220",Sep,2016
Armenia,"6,734,287","4,559,344",Oct,2016
Armenia,"2,643,225","2,684,313",Nov,2016
Armenia,"4,626,830","2,706,405",Dec,2016
Armenia,"3,559,630","2,788,217",Jan,2017
Armenia,"6,332,566","4,389,773",Feb,2017
Armenia,"5,414,998","3,247,426",Mar,2017
Armenia,"2,659,140","4,739,602",Apr,2017
Armenia,"5,194,608","4,559,276",May,2017
Armenia,"2,772,401","5,892,618",Jun,2017
Armenia,"4,124,953","8,037,620",Jul,2017
Armenia,"5,261,407","7,282,161",Aug,2017
Armenia,"4,572,247","5,455,832",Sep,2017
Armenia,"4,749,629","9,027,991",Oct,2017
Armenia,"4,689,515","4,079,694",Nov,2017
Armenia,"5,660,244","8,388,089",Dec,2017
Armenia,"3,205,851","8,133,328",Jan,2018
Armenia,"5,070,396","4,136,677",Feb,2018
Armenia,"3,626,535","6,097,287",Mar,2018
Armenia,"5,755,888","6,719,443",Apr,2018
Armenia,"5,001,011","5,128,015",May,2018
Armenia,"3,421,170","2,284,431",Jun,2018
Armenia,"2,368,945","5,408,627",Jul,2018
Armenia,"3,615,142","2,790,542",Aug,2018
Armenia,"4,240,357","4,740,671",Sep,2018
Armenia,"4,186,099","2,422,310",Oct,2018
Armenia,"2,072,200","3,338,280",Nov,2018
Armenia,"3,175,261","2,788,636",Dec,2018
Armenia,"5,797,832","2,860,874",Jan,2019
Armenia,"2,246,682","2,147,392",Feb,2019
Armenia,"10,893,536","1,810,049",Mar,2019
Armenia,"3,303,744","5,049,318",Apr,2019
Armenia,"5,062,622","9,674,275",May,2019
Armenia,"2,593,622","4,954,190",Jun,2019
Armenia,"3,661,708","4,719,464",Jul,2019
Armenia,"3,733,743","4,016,106",Aug,2019
Armenia,"3,024,122","4,174,243",Sep,2019
Armenia,"5,920,896","4,384,583",Oct,2019
Armenia,"2,744,612","5,835,937",Nov,2019
Armenia,"3,919,935","5,478,282",Dec,2019
Armenia,"2,557,211","4,882,665",Jan,2020
Armenia,"2,684,468","5,047,865",Feb,2020
Armenia,"1,622,042","5,342,088",Mar,2020
Armenia,"936,139","5,298,373",Apr,2020
Armenia,"1,994,490","5,810,629",May,2020
Armenia,"2,499,594","5,091,802",Jun,2020
Armenia,"3,004,914","4,410,509",Jul,2020
Armenia,"2,620,776","5,559,684",Aug,2020
Armenia,"3,530,689","4,629,611",Sep,2020
Armenia,"3,512,986","8,627,625",Oct,2020
Armenia,"1,163,648","5,309,343",Nov,2020
Armenia,"1,801,574","8,052,533",Dec,2020
Armenia,"2,488,456","6,021,741",Jan,2021
Armenia,"993,527","7,107,137",Feb,2021
Armenia,"4,153,250","8,166,371",Mar,2021
Armenia,"2,518,268","9,719,713",Apr,2021
Armenia,"3,379,366","8,703,679",May,2021
Armenia,"2,985,095","7,977,822",Jun,2021
Armenia,"3,637,253","6,392,391",Jul,2021
Armenia,"3,389,639","6,331,046",Aug,2021
Armenia,"5,682,893","6,175,387",Sep,2021
Armenia,"4,579,856","7,251,384",Oct,2021
Armenia,"5,897,861","6,015,058",Nov,2021
Armenia,"4,832,718","8,138,486",Dec,2021
Armenia,"3,704,896","4,015,110",Jan,2022
Armenia,"4,104,566","4,940,525",Feb,2022
Armenia,"10,933,004","5,555,903",Mar,2022
Armenia,"10,314,893","6,925,686",Apr,2022
Armenia,"11,847,550","11,976,952",May,2022
Armenia,"15,585,949","6,914,104",Jun,2022
Armenia,"31,912,569","9,765,439",Jul,2022
Armenia,"19,268,621","6,553,611",Aug,2022
Armenia,"19,868,893","5,436,929",Sep,2022
Armenia,"23,992,004","4,758,818",Oct,2022
Armenia,"17,727,729","7,460,662",Nov,2022
Armenia,"25,390,516","6,493,882",Dec,2022
Armenia,"18,033,303","4,017,974",Jan,2023
Armenia,"19,129,043","19,014,586",Feb,2023
Armenia,"19,907,460","8,750,834",Mar,2023
Armenia,"25,337,667","9,412,508",Apr,2023
Armenia,"13,480,855","17,017,792",May,2023
Armenia,"17,026,704","8,406,305",Jun,2023
Armenia,"16,670,754","7,885,884",Jul,2023
Armenia,"12,464,615","17,460,934",Aug,2023
Armenia,"9,566,058","7,202,359",Sep,2023
Armenia,"13,594,867","10,355,672",Oct,2023
Armenia,"11,985,930","8,952,116",Nov,2023
Armenia,"11,461,953","14,227,722",Dec,2023
Aruba,"119,163,638","1,192,598",Jan,2015
Aruba,"115,384,769","1,317,995",Feb,2015
Aruba,"62,860,951","2,695,650",Mar,2015
Aruba,"27,333,647","1,133,797",Apr,2015
Aruba,"89,742,496","29,584,484",May,2015
Aruba,"239,838,065","1,141,739",Jun,2015
Aruba,"87,554,518","1,891,218",Jul,2015
Aruba,"107,352,525","1,417,214",Aug,2015
Aruba,"122,488,078","2,789,057",Sep,2015
Aruba,"65,535,844","1,620,314",Oct,2015
Aruba,"62,126,965","8,692,646",Nov,2015
Aruba,"68,211,647","1,425,685",Dec,2015
Aruba,"106,887,085","929,354",Jan,2016
Aruba,"72,653,727","1,343,373",Feb,2016
Aruba,"74,174,492","1,323,459",Mar,2016
Aruba,"57,968,003","1,904,865",Apr,2016
Aruba,"51,014,245","844,890",May,2016
Aruba,"43,292,262","1,045,273",Jun,2016
Aruba,"62,998,795","763,279",Jul,2016
Aruba,"56,698,252","782,471",Aug,2016
Aruba,"51,068,076","3,620,792",Sep,2016
Aruba,"89,102,063","769,471",Oct,2016
Aruba,"70,325,060","2,206,709",Nov,2016
Aruba,"64,861,211","777,617",Dec,2016
Aruba,"83,830,632","4,542,459",Jan,2017
Aruba,"95,994,919","973,923",Feb,2017
Aruba,"141,809,472","1,899,609",Mar,2017
Aruba,"104,355,730","1,708,527",Apr,2017
Aruba,"75,297,109","1,823,871",May,2017
Aruba,"57,432,567","1,198,525",Jun,2017
Aruba,"50,076,752","1,680,502",Jul,2017
Aruba,"73,554,015","2,289,040",Aug,2017
Aruba,"64,211,644","1,126,638",Sep,2017
Aruba,"101,646,842","11,592,193",Oct,2017
Aruba,"72,267,785","1,479,234",Nov,2017
Aruba,"54,593,471","4,796,394",Dec,2017
Aruba,"41,908,440","1,005,567",Jan,2018
Aruba,"59,188,613","2,382,089",Feb,2018
Aruba,"56,601,485","1,640,782",Mar,2018
Aruba,"54,468,834","3,924,245",Apr,2018
Aruba,"55,408,006","1,253,543",May,2018
Aruba,"58,274,495","1,242,621",Jun,2018
Aruba,"46,413,892","4,809,627",Jul,2018
Aruba,"34,133,778","6,077,610",Aug,2018
Aruba,"46,847,527","2,319,112",Sep,2018
Aruba,"56,069,559","3,885,649",Oct,2018
Aruba,"51,150,068","1,238,124",Nov,2018
Aruba,"53,783,241","1,285,725",Dec,2018
Aruba,"32,765,231","1,304,695",Jan,2019
Aruba,"50,147,756","1,029,238",Feb,2019
Aruba,"58,039,268","2,346,058",Mar,2019
Aruba,"32,756,437","1,584,626",Apr,2019
Aruba,"60,437,792","2,203,235",May,2019
Aruba,"36,975,447","1,987,588",Jun,2019
Aruba,"49,422,156","1,709,263",Jul,2019
Aruba,"46,808,590","842,473",Aug,2019
Aruba,"44,709,272","2,320,358",Sep,2019
Aruba,"48,877,387","2,113,903",Oct,2019
Aruba,"54,449,633","792,698",Nov,2019
Aruba,"44,775,298","1,610,265",Dec,2019
Aruba,"42,439,109","1,273,562",Jan,2020
Aruba,"37,017,632","977,575",Feb,2020
Aruba,"33,214,139","2,410,791",Mar,2020
Aruba,"12,046,045","372,715",Apr,2020
Aruba,"21,629,278","346,234",May,2020
Aruba,"18,064,964","19,714,409",Jun,2020
Aruba,"18,918,466","1,039,949",Jul,2020
