Country,Total Exports Value ($US),Customs Import Value (Gen) ($US),Month,Year
Guyana,"29,435,786","26,394,673",Feb,2017
Guyana,"28,274,664","22,571,500",Mar,2017
Guyana,"34,100,384","28,557,541",Apr,2017
Guyana,"43,187,642","41,316,443",May,2017
Guyana,"23,119,371","36,449,615",Jun,2017
Guyana,"29,966,141","29,019,838",Jul,2017
Guyana,"30,131,446","26,770,943",Aug,2017
Guyana,"25,330,492","16,049,067",Sep,2017
Guyana,"36,039,479","18,346,609",Oct,2017
Guyana,"39,910,433","26,593,598",Nov,2017
Guyana,"31,542,761","21,169,257",Dec,2017
Guyana,"29,622,302","15,231,012",Jan,2018
Guyana,"41,910,923","20,465,212",Feb,2018
Guyana,"54,929,724","33,544,899",Mar,2018
Guyana,"39,912,872","24,385,223",Apr,2018
Guyana,"43,649,866","36,954,242",May,2018
Guyana,"40,870,611","28,738,223",Jun,2018
Guyana,"34,678,049","33,079,564",Jul,2018
Guyana,"35,009,722","20,624,571",Aug,2018
Guyana,"57,316,772","6,815,157",Sep,2018
Guyana,"52,881,827","6,843,849",Oct,2018
Guyana,"71,311,291","16,618,909",Nov,2018
Guyana,"38,807,899","9,643,940",Dec,2018
Guyana,"70,068,457","12,129,399",Jan,2019
Guyana,"45,711,728","8,876,796",Feb,2019
Guyana,"49,199,437","9,272,301",Mar,2019
Guyana,"96,318,949","13,196,955",Apr,2019
Guyana,"63,716,307","12,895,637",May,2019
Guyana,"38,736,485","12,431,549",Jun,2019
Guyana,"42,306,126","13,246,919",Jul,2019
Guyana,"44,290,134","11,809,836",Aug,2019
Guyana,"64,961,158","7,074,908",Sep,2019
Guyana,"71,353,142","12,511,860",Oct,2019
Guyana,"45,348,267","9,326,919",Nov,2019
Guyana,"39,986,492","8,917,569",Dec,2019
Guyana,"41,936,224","14,297,342",Jan,2020
Guyana,"49,472,649","96,899,335",Feb,2020
Guyana,"56,430,549","77,283,865",Mar,2020
Guyana,"59,518,127","41,500,139",Apr,2020
Guyana,"50,362,109","30,228,982",May,2020
Guyana,"66,922,948","9,255,470",Jun,2020
Guyana,"39,142,921","27,069,660",Jul,2020
Guyana,"63,816,216","108,245,819",Aug,2020
Guyana,"48,316,590","14,587,115",Sep,2020
Guyana,"62,061,553","70,153,168",Oct,2020
Guyana,"53,547,833","97,831,152",Nov,2020
Guyana,"63,093,027","160,840,373",Dec,2020
Guyana,"47,660,261","80,965,734",Jan,2021
Guyana,"48,635,499","192,351,126",Feb,2021
Guyana,"83,273,918","102,415,207",Mar,2021
Guyana,"84,023,194","203,810,652",Apr,2021
Guyana,"119,823,759","233,083,160",May,2021
Guyana,"105,903,511","99,530,413",Jun,2021
Guyana,"88,423,688","184,735,980",Jul,2021
Guyana,"91,178,995","187,885,988",Aug,2021
Guyana,"91,005,484","395,737,496",Sep,2021
Guyana,"100,248,985","255,885,174",Oct,2021
Guyana,"75,641,644","291,820,804",Nov,2021
Guyana,"76,316,686","15,111,451",Dec,2021
Guyana,"52,746,412","213,521,155",Jan,2022
Guyana,"74,511,575","233,486,953",Feb,2022
Guyana,"77,347,308","124,399,082",Mar,2022
Guyana,"125,454,459","140,018,465",Apr,2022
Guyana,"72,580,910","164,361,143",May,2022
Guyana,"145,788,220","597,020,922",Jun,2022
Guyana,"98,022,334","127,685,003",Jul,2022
Guyana,"92,390,850","444,214,615",Aug,2022
Guyana,"94,259,914","160,929,106",Sep,2022
Guyana,"113,921,557","108,356,043",Oct,2022
Guyana,"124,973,789","210,152,011",Nov,2022
Guyana,"108,740,756","293,763,016",Dec,2022
Guyana,"125,702,560","225,057,101",Jan,2023
Guyana,"99,485,629","353,769,036",Feb,2023
Guyana,"123,895,829","260,043,382",Mar,2023
Guyana,"93,408,486","276,956,801",Apr,2023
Guyana,"104,574,639","175,489,551",May,2023
Guyana,"100,079,253","267,590,933",Jun,2023
Guyana,"99,855,473","190,280,519",Jul,2023
Guyana,"127,458,027","296,284,821",Aug,2023
Guyana,"116,509,539","264,154,211",Sep,2023
Guyana,"117,130,391","202,115,335",Oct,2023
Guyana,"99,657,483","336,190,981",Nov,2023
Guyana,"141,716,237","424,033,963",Dec,2023
Haiti,"83,902,383","48,890,471",Jan,2015
Haiti,"64,040,774","70,190,729",Feb,2015
Haiti,"108,280,309","80,514,316",Mar,2015
Haiti,"124,233,096","84,828,453",Apr,2015
Haiti,"121,689,302","79,915,332",May,2015
Haiti,"89,203,516","90,479,761",Jun,2015
Haiti,"104,627,957","90,449,862",Jul,2015
Haiti,"79,085,464","86,467,542",Aug,2015
Haiti,"101,528,766","84,533,562",Sep,2015
Haiti,"69,510,651","82,518,894",Oct,2015
Haiti,"115,353,033","78,545,549",Nov,2015
Haiti,"79,114,177","72,757,064",Dec,2015
Haiti,"71,440,588","49,786,345",Jan,2016
Haiti,"72,100,218","81,273,086",Feb,2016
Haiti,"110,431,161","72,792,792",Mar,2016
Haiti,"71,741,370","75,399,208",Apr,2016
Haiti,"99,268,371","84,615,558",May,2016
Haiti,"106,801,582","77,428,895",Jun,2016
Haiti,"89,888,083","82,245,204",Jul,2016
Haiti,"91,198,946","90,896,103",Aug,2016
Haiti,"102,331,730","83,734,953",Sep,2016
Haiti,"113,669,342","73,679,983",Oct,2016
Haiti,"81,435,151","64,437,612",Nov,2016
Haiti,"80,474,421","62,558,452",Dec,2016
Haiti,"108,958,310","58,805,631",Jan,2017
Haiti,"95,828,023","73,555,140",Feb,2017
Haiti,"96,133,796","80,094,004",Mar,2017
Haiti,"125,464,552","84,046,759",Apr,2017
Haiti,"104,154,905","77,156,637",May,2017
Haiti,"118,627,636","75,411,078",Jun,2017
Haiti,"148,315,974","75,591,675",Jul,2017
Haiti,"118,939,926","88,430,291",Aug,2017
Haiti,"104,708,895","70,793,413",Sep,2017
Haiti,"101,629,519","84,061,123",Oct,2017
Haiti,"132,400,254","80,995,282",Nov,2017
Haiti,"167,592,795","70,062,387",Dec,2017
Haiti,"112,009,670","56,023,792",Jan,2018
Haiti,"117,153,338","73,855,148",Feb,2018
Haiti,"112,575,291","76,963,337",Mar,2018
Haiti,"121,676,038","83,754,327",Apr,2018
Haiti,"137,513,319","83,864,724",May,2018
Haiti,"125,835,667","82,115,833",Jun,2018
Haiti,"113,095,505","90,220,968",Jul,2018
Haiti,"145,746,614","96,154,940",Aug,2018
Haiti,"94,449,073","81,178,320",Sep,2018
Haiti,"79,503,287","105,224,261",Oct,2018
Haiti,"137,811,617","73,429,429",Nov,2018
Haiti,"116,181,310","87,328,452",Dec,2018
Haiti,"89,810,290","64,632,620",Jan,2019
Haiti,"92,832,684","65,174,922",Feb,2019
Haiti,"144,930,934","103,023,407",Mar,2019
Haiti,"132,879,689","101,550,365",Apr,2019
Haiti,"135,071,227","99,746,502",May,2019
Haiti,"102,949,736","74,623,773",Jun,2019
Haiti,"118,365,082","122,212,353",Jul,2019
Haiti,"116,450,240","90,845,582",Aug,2019
Haiti,"102,664,764","82,350,304",Sep,2019
Haiti,"64,426,439","85,743,863",Oct,2019
Haiti,"66,040,272","73,767,327",Nov,2019
Haiti,"95,789,642","82,279,241",Dec,2019
Haiti,"96,294,955","56,794,807",Jan,2020
Haiti,"100,660,648","77,342,720",Feb,2020
Haiti,"118,801,175","86,953,228",Mar,2020
Haiti,"96,875,771","33,760,005",Apr,2020
Haiti,"138,522,924","31,120,805",May,2020
Haiti,"87,495,330","57,602,226",Jun,2020
Haiti,"142,093,584","80,285,570",Jul,2020
Haiti,"124,141,894","74,956,044",Aug,2020
Haiti,"63,413,134","87,950,398",Sep,2020
Haiti,"97,737,623","82,489,678",Oct,2020
Haiti,"126,602,483","76,840,258",Nov,2020
Haiti,"206,278,886","81,350,920",Dec,2020
Haiti,"138,636,522","48,051,067",Jan,2021
Haiti,"102,217,387","83,070,367",Feb,2021
Haiti,"97,806,261","92,372,217",Mar,2021
Haiti,"113,454,904","96,799,432",Apr,2021
Haiti,"87,037,381","94,816,845",May,2021
Haiti,"101,633,238","92,631,670",Jun,2021
Haiti,"88,083,336","98,216,266",Jul,2021
Haiti,"121,572,448","108,215,292",Aug,2021
Haiti,"61,905,056","101,543,498",Sep,2021
Haiti,"131,551,112","120,287,256",Oct,2021
Haiti,"113,466,655","68,819,779",Nov,2021
Haiti,"137,558,774","97,925,841",Dec,2021
Haiti,"178,853,102","60,807,789",Jan,2022
Haiti,"127,559,400","78,116,291",Feb,2022
Haiti,"134,891,384","94,019,206",Mar,2022
Haiti,"95,199,494","130,811,556",Apr,2022
Haiti,"129,766,140","99,988,291",May,2022
Haiti,"183,562,765","103,012,927",Jun,2022
Haiti,"101,389,765","102,981,501",Jul,2022
Haiti,"109,448,083","114,518,493",Aug,2022
Haiti,"51,484,483","74,231,346",Sep,2022
Haiti,"47,984,626","35,838,443",Oct,2022
Haiti,"105,683,128","41,148,072",Nov,2022
Haiti,"112,628,403","106,939,325",Dec,2022
Haiti,"95,899,778","48,202,334",Jan,2023
Haiti,"97,809,894","82,293,685",Feb,2023
Haiti,"78,772,367","76,915,192",Mar,2023
Haiti,"133,747,061","78,048,386",Apr,2023
Haiti,"126,800,401","80,412,784",May,2023
Haiti,"100,740,256","56,119,524",Jun,2023
Haiti,"89,739,909","59,828,144",Jul,2023
Haiti,"118,628,720","88,296,678",Aug,2023
Haiti,"116,407,460","63,689,878",Sep,2023
Haiti,"110,431,929","57,139,456",Oct,2023
Haiti,"104,964,454","72,173,253",Nov,2023
Haiti,"126,278,581","50,134,825",Dec,2023
Heard and McDonald Islands,"7,430",567,Jan,2015
Heard and McDonald Islands,"572,187",,Feb,2015
Heard and McDonald Islands,"99,651",,Mar,2015
Heard and McDonald Islands,"53,725",,Apr,2015
Heard and McDonald Islands,"143,930",7,May,2015
Heard and McDonald Islands,,"5,210",Jun,2015
Heard and McDonald Islands,"8,784",,Jul,2015
Heard and McDonald Islands,"12,085",,Aug,2015
Heard and McDonald Islands,"1,521",76,Sep,2015
Heard and McDonald Islands,,25,Oct,2015
Heard and McDonald Islands,"14,106",849,Nov,2015
Heard and McDonald Islands,"104,584",94,Feb,2016
Heard and McDonald Islands,"20,719",,Mar,2016
Heard and McDonald Islands,"65,990",22,Apr,2016
Heard and McDonald Islands,"15,816",,May,2016
Heard and McDonald Islands,"15,849","1,704",Jun,2016
Heard and McDonald Islands,,240,Jul,2016
Heard and McDonald Islands,,"8,464",Sep,2016
Heard and McDonald Islands,"56,080","7,164",Oct,2016
Heard and McDonald Islands,"17,966",36,Dec,2016
Heard and McDonald Islands,,"289,093",Jan,2017
Heard and McDonald Islands,,"1,715",Feb,2017
Heard and McDonald Islands,"59,011",106,Mar,2017
Heard and McDonald Islands,"3,394",,Apr,2017
Heard and McDonald Islands,"12,249",,Jun,2017
Heard and McDonald Islands,"6,171","5,554",Jul,2017
Heard and McDonald Islands,,"1,314",Aug,2017
Heard and McDonald Islands,,37,Oct,2017
Heard and McDonald Islands,"4,063","3,987",Nov,2017
Heard and McDonald Islands,"40,941","22,514",Dec,2017
Heard and McDonald Islands,,65,Jan,2018
Heard and McDonald Islands,,159,Feb,2018
Heard and McDonald Islands,"18,129",,Mar,2018
Heard and McDonald Islands,,25,Apr,2018
Heard and McDonald Islands,,129,May,2018
Heard and McDonald Islands,"22,628","89,944",Jun,2018
Heard and McDonald Islands,"25,265",26,Jul,2018
Heard and McDonald Islands,"5,463",30,Aug,2018
Heard and McDonald Islands,,"5,713",Sep,2018
Heard and McDonald Islands,"16,491",736,Oct,2018
Heard and McDonald Islands,"28,365",,Dec,2018
Heard and McDonald Islands,"3,590",5,Jan,2019
Heard and McDonald Islands,"17,546",,Feb,2019
Heard and McDonald Islands,"4,771","1,136",Mar,2019
Heard and McDonald Islands,"36,209",7,Apr,2019
Heard and McDonald Islands,"15,665",,May,2019
Heard and McDonald Islands,"20,044","11,194",Jun,2019
Heard and McDonald Islands,"7,547",17,Jul,2019
Heard and McDonald Islands,"5,201","80,348",Aug,2019
Heard and McDonald Islands,"11,146","37,509",Sep,2019
Heard and McDonald Islands,,"20,134",Oct,2019
Heard and McDonald Islands,,"13,577",Nov,2019
Heard and McDonald Islands,,"1,594",Feb,2020
Heard and McDonald Islands,,830,Apr,2020
Heard and McDonald Islands,"109,984",,May,2020
Heard and McDonald Islands,"6,425",,Jun,2020
Heard and McDonald Islands,"4,720","6,988",Aug,2020
Heard and McDonald Islands,,"5,237",Oct,2020
Heard and McDonald Islands,"48,418",212,Nov,2020
Heard and McDonald Islands,"3,385",,Dec,2020
Heard and McDonald Islands,"3,272","1,543",Jan,2021
Heard and McDonald Islands,"55,439",22,Feb,2021
Heard and McDonald Islands,"20,417","1,019",Mar,2021
Heard and McDonald Islands,,"15,556",Apr,2021
Heard and McDonald Islands,,"4,963",May,2021
Heard and McDonald Islands,"3,364","5,268",Jun,2021
Heard and McDonald Islands,"25,136",361,Aug,2021
Heard and McDonald Islands,"10,323",,Sep,2021
Heard and McDonald Islands,"10,760",,Oct,2021
Heard and McDonald Islands,"9,279",236,Nov,2021
Heard and McDonald Islands,"3,252",,Feb,2022
Heard and McDonald Islands,"2,913","3,878",Mar,2022
Heard and McDonald Islands,"3,605","30,813",Apr,2022
Heard and McDonald Islands,,"586,983",May,2022
Heard and McDonald Islands,,"54,708",Jun,2022
Heard and McDonald Islands,"6,265","167,021",Jul,2022
Heard and McDonald Islands,,"47,959",Aug,2022
Heard and McDonald Islands,,"257,256",Sep,2022
Heard and McDonald Islands,"5,572","158,645",Oct,2022
Heard and McDonald Islands,,"1,985",Nov,2022
Heard and McDonald Islands,,"93,688",Dec,2022
Heard and McDonald Islands,,"182,576",Jan,2023
Heard and McDonald Islands,"7,245",23,Mar,2023
Heard and McDonald Islands,"30,398",,May,2023
Heard and McDonald Islands,"12,885","4,652",Jun,2023
Heard and McDonald Islands,,"1,533",Jul,2023
Heard and McDonald Islands,"34,397",,Sep,2023
Heard and McDonald Islands,"5,907",,Oct,2023
Heard and McDonald Islands,"3,088","2,777",Nov,2023
Heard and McDonald Islands,"13,028","48,254",Dec,2023
Honduras,"418,481,068","304,453,270",Jan,2015
Honduras,"441,581,845","396,408,428",Feb,2015
Honduras,"432,672,648","456,248,847",Mar,2015
Honduras,"414,419,304","375,148,180",Apr,2015
Honduras,"495,844,110","397,712,900",May,2015
Honduras,"434,725,376","418,132,312",Jun,2015
Honduras,"434,435,883","438,926,456",Jul,2015
Honduras,"451,948,001","434,890,119",Aug,2015
Honduras,"385,526,920","405,829,409",Sep,2015
Honduras,"502,404,945","378,020,376",Oct,2015
Honduras,"440,017,327","376,024,307",Nov,2015
Honduras,"364,293,627","377,758,274",Dec,2015
Honduras,"399,360,149","283,844,552",Jan,2016
Honduras,"365,994,104","399,907,859",Feb,2016
Honduras,"417,157,920","423,351,212",Mar,2016
Honduras,"393,996,731","383,586,243",Apr,2016
Honduras,"426,847,837","412,622,842",May,2016
Honduras,"396,350,341","437,840,214",Jun,2016
Honduras,"398,366,232","407,832,404",Jul,2016
Honduras,"387,058,601","420,813,874",Aug,2016
Honduras,"464,137,238","371,774,906",Sep,2016
Honduras,"399,660,019","337,147,519",Oct,2016
Honduras,"407,303,201","383,773,534",Nov,2016
Honduras,"371,380,774","353,869,693",Dec,2016
Honduras,"354,860,572","312,210,034",Jan,2017
Honduras,"430,171,769","393,311,694",Feb,2017
Honduras,"475,002,320","440,082,630",Mar,2017
Honduras,"386,444,451","385,470,058",Apr,2017
Honduras,"453,294,576","429,724,508",May,2017
Honduras,"385,970,061","415,336,054",Jun,2017
Honduras,"470,668,389","410,824,727",Jul,2017
Honduras,"438,498,619","416,294,073",Aug,2017
Honduras,"410,287,428","355,883,309",Sep,2017
Honduras,"420,677,157","338,467,828",Oct,2017
Honduras,"471,813,208","384,073,113",Nov,2017
Honduras,"370,669,394","293,181,393",Dec,2017
Honduras,"388,115,903","324,362,016",Jan,2018
Honduras,"425,378,570","397,045,944",Feb,2018
Honduras,"442,066,625","410,097,296",Mar,2018
Honduras,"539,387,135","389,542,231",Apr,2018
Honduras,"466,901,599","422,578,303",May,2018
Honduras,"478,618,957","394,945,407",Jun,2018
Honduras,"504,736,540","393,560,302",Jul,2018
Honduras,"457,240,010","411,198,664",Aug,2018
Honduras,"435,745,701","383,514,760",Sep,2018
Honduras,"551,951,000","382,704,041",Oct,2018
Honduras,"507,462,954","381,775,533",Nov,2018
Honduras,"395,987,140","367,452,585",Dec,2018
Honduras,"517,130,996","308,988,677",Jan,2019
Honduras,"438,108,623","384,032,297",Feb,2019
Honduras,"488,468,763","435,457,098",Mar,2019
Honduras,"431,599,405","411,296,494",Apr,2019
Honduras,"438,808,159","437,118,251",May,2019
Honduras,"421,474,707","404,635,389",Jun,2019
Honduras,"457,313,018","425,729,303",Jul,2019
Honduras,"468,972,557","407,511,187",Aug,2019
Honduras,"419,783,790","409,533,238",Sep,2019
Honduras,"469,625,784","379,435,948",Oct,2019
Honduras,"491,137,721","378,275,790",Nov,2019
Honduras,"377,127,238","408,539,528",Dec,2019
Honduras,"413,141,163","316,206,261",Jan,2020
Honduras,"439,422,953","412,096,872",Feb,2020
Honduras,"397,011,383","378,646,963",Mar,2020
Honduras,"186,940,912","172,216,387",Apr,2020
Honduras,"193,060,325","166,786,126",May,2020
Honduras,"274,316,885","257,961,193",Jun,2020
Honduras,"321,626,136","328,632,829",Jul,2020
Honduras,"337,486,180","370,698,947",Aug,2020
Honduras,"357,424,551","399,430,323",Sep,2020
Honduras,"424,055,362","406,942,432",Oct,2020
Honduras,"403,743,537","283,593,517",Nov,2020
Honduras,"444,314,848","347,761,187",Dec,2020
Honduras,"435,952,994","294,309,208",Jan,2021
Honduras,"418,654,257","387,917,274",Feb,2021
Honduras,"539,123,723","484,165,152",Mar,2021
Honduras,"497,439,273","423,720,428",Apr,2021
Honduras,"539,757,951","448,983,657",May,2021
Honduras,"507,303,052","484,263,808",Jun,2021
Honduras,"569,760,598","442,446,161",Jul,2021
Honduras,"581,286,353","476,657,994",Aug,2021
Honduras,"508,764,684","472,946,739",Sep,2021
Honduras,"614,026,818","423,032,868",Oct,2021
Honduras,"619,441,416","440,306,575",Nov,2021
Honduras,"554,913,428","420,688,137",Dec,2021
Honduras,"605,162,996","346,440,176",Jan,2022
Honduras,"523,540,440","463,789,421",Feb,2022
Honduras,"769,280,708","580,885,323",Mar,2022
Honduras,"653,209,826","520,101,935",Apr,2022
Honduras,"719,515,746","570,235,245",May,2022
Honduras,"731,962,777","569,464,302",Jun,2022
Honduras,"731,641,485","528,982,347",Jul,2022
Honduras,"649,295,283","571,247,380",Aug,2022
Honduras,"673,417,836","516,865,482",Sep,2022
Honduras,"637,649,889","457,225,853",Oct,2022
Honduras,"575,819,163","510,779,272",Nov,2022
Honduras,"554,520,702","417,075,258",Dec,2022
Honduras,"564,752,271","346,884,007",Jan,2023
Honduras,"578,683,345","482,064,685",Feb,2023
Honduras,"605,898,893","518,596,573",Mar,2023
Honduras,"576,884,306","453,306,316",Apr,2023
Honduras,"547,337,448","563,649,156",May,2023
Honduras,"534,891,813","523,144,329",Jun,2023
Honduras,"560,275,532","457,955,509",Jul,2023
Honduras,"620,063,948","500,706,520",Aug,2023
Honduras,"539,000,630","442,506,049",Sep,2023
Honduras,"603,120,683","447,676,181",Oct,2023
Honduras,"566,379,945","408,988,041",Nov,2023
Honduras,"474,428,810","406,439,915",Dec,2023
Hong Kong,"2,858,427,573","372,575,266",Jan,2015
Hong Kong,"3,492,101,165","367,466,451",Feb,2015
Hong Kong,"3,085,469,489","856,068,161",Mar,2015
Hong Kong,"2,976,114,397","435,679,947",Apr,2015
Hong Kong,"2,562,905,137","608,271,777",May,2015
Hong Kong,"3,216,080,570","682,297,761",Jun,2015
Hong Kong,"2,568,231,969","574,234,705",Jul,2015
Hong Kong,"2,656,684,600","497,054,903",Aug,2015
Hong Kong,"4,438,167,741","942,509,629",Sep,2015
Hong Kong,"2,968,457,534","527,420,915",Oct,2015
Hong Kong,"2,957,194,241","457,767,329",Nov,2015
Hong Kong,"3,402,912,178","480,253,624",Dec,2015
Hong Kong,"2,690,963,693","485,298,730",Jan,2016
Hong Kong,"3,220,813,371","412,804,036",Feb,2016
Hong Kong,"2,702,090,788","689,300,111",Mar,2016
Hong Kong,"2,214,029,392","536,042,836",Apr,2016
Hong Kong,"2,424,786,487","813,689,318",May,2016
Hong Kong,"3,295,019,300","576,158,464",Jun,2016
Hong Kong,"2,325,176,412","682,556,038",Jul,2016
Hong Kong,"2,849,334,108","493,412,046",Aug,2016
Hong Kong,"3,846,965,297","1,027,959,463",Sep,2016
Hong Kong,"3,100,494,021","565,318,636",Oct,2016
Hong Kong,"3,206,837,153","560,727,654",Nov,2016
Hong Kong,"3,018,850,045","563,548,028",Dec,2016
Hong Kong,"3,701,937,293","603,186,450",Jan,2017
Hong Kong,"4,063,162,978","438,896,692",Feb,2017
Hong Kong,"3,585,383,066","803,411,222",Mar,2017
Hong Kong,"2,640,304,761","660,452,792",Apr,2017
Hong Kong,"2,559,729,850","739,874,290",May,2017
Hong Kong,"3,993,552,309","623,474,606",Jun,2017
Hong Kong,"2,686,875,833","520,273,412",Jul,2017
Hong Kong,"2,800,513,085","415,156,876",Aug,2017
Hong Kong,"4,001,616,760","805,987,264",Sep,2017
Hong Kong,"2,956,296,853","679,211,667",Oct,2017
Hong Kong,"3,538,689,786","521,292,946",Nov,2017
Hong Kong,"3,326,707,882","560,995,069",Dec,2017
Hong Kong,"2,840,245,333","514,275,041",Jan,2018
Hong Kong,"3,986,381,794","428,846,655",Feb,2018
Hong Kong,"3,768,617,618","523,930,376",Mar,2018
Hong Kong,"2,664,542,577","808,947,204",Apr,2018
Hong Kong,"2,852,406,503","578,264,342",May,2018
Hong Kong,"3,459,683,678","564,808,407",Jun,2018
Hong Kong,"2,376,862,096","390,318,426",Jul,2018
Hong Kong,"2,745,434,735","458,877,354",Aug,2018
Hong Kong,"3,686,545,194","755,465,300",Sep,2018
Hong Kong,"2,984,943,715","511,784,905",Oct,2018
Hong Kong,"3,209,502,574","379,274,891",Nov,2018
Hong Kong,"2,743,145,748","356,387,038",Dec,2018
Hong Kong,"2,054,872,267","349,467,791",Jan,2019
Hong Kong,"3,373,404,705","222,633,050",Feb,2019
Hong Kong,"2,787,612,608","497,114,013",Mar,2019
Hong Kong,"2,328,311,034","503,217,893",Apr,2019
Hong Kong,"2,529,242,406","394,255,268",May,2019
Hong Kong,"2,836,765,087","310,392,388",Jun,2019
Hong Kong,"2,304,579,566","298,053,451",Jul,2019
Hong Kong,"2,406,918,948","342,547,118",Aug,2019
Hong Kong,"3,081,617,697","538,896,396",Sep,2019
Hong Kong,"2,339,456,642","566,209,428",Oct,2019
Hong Kong,"2,335,428,875","298,153,749",Nov,2019
Hong Kong,"2,426,338,030","407,770,963",Dec,2019
Hong Kong,"1,969,820,121","317,104,043",Jan,2020
Hong Kong,"1,959,933,114","201,637,568",Feb,2020
Hong Kong,"2,415,862,611","438,626,540",Mar,2020
Hong Kong,"1,657,191,268","2,369,197,063",Apr,2020
Hong Kong,"1,627,702,971","2,009,871,669",May,2020
Hong Kong,"2,041,576,634","722,866,967",Jun,2020
Hong Kong,"1,671,265,737","436,809,238",Jul,2020
Hong Kong,"1,783,899,431","240,589,052",Aug,2020
Hong Kong,"1,950,574,918","348,282,822",Sep,2020
Hong Kong,"2,157,643,016","303,269,983",Oct,2020
Hong Kong,"2,204,719,113","323,646,561",Nov,2020
Hong Kong,"2,385,584,188","207,518,359",Dec,2020
Hong Kong,"2,328,618,138","268,150,995",Jan,2021
Hong Kong,"1,863,028,646","276,622,129",Feb,2021
Hong Kong,"3,274,458,357","236,567,713",Mar,2021
Hong Kong,"2,872,295,787","391,756,556",Apr,2021
Hong Kong,"2,533,649,058","310,905,184",May,2021
Hong Kong,"2,317,425,180","334,198,239",Jun,2021
Hong Kong,"2,277,104,958","298,363,753",Jul,2021
Hong Kong,"2,319,288,123","310,950,530",Aug,2021
Hong Kong,"2,175,875,791","353,710,049",Sep,2021
Hong Kong,"2,946,518,760","407,679,240",Oct,2021
Hong Kong,"2,311,990,266","584,022,975",Nov,2021
Hong Kong,"2,679,182,427","453,477,806",Dec,2021
Hong Kong,"2,069,040,678","359,594,147",Jan,2022
Hong Kong,"2,065,929,155","246,578,572",Feb,2022
Hong Kong,"2,043,948,177","683,926,296",Mar,2022
Hong Kong,"2,292,985,618","466,974,612",Apr,2022
Hong Kong,"2,038,836,925","336,703,581",May,2022
Hong Kong,"2,133,303,387","340,295,909",Jun,2022
Hong Kong,"2,234,064,600","297,861,823",Jul,2022
Hong Kong,"2,583,695,267","388,221,882",Aug,2022
Hong Kong,"2,347,328,919","369,379,677",Sep,2022
Hong Kong,"1,993,803,999","457,602,342",Oct,2022
Hong Kong,"2,013,859,326","320,470,394",Nov,2022
Hong Kong,"1,969,343,368","252,150,937",Dec,2022
Hong Kong,"1,572,348,877","236,459,889",Jan,2023
Hong Kong,"2,930,672,766","216,630,707",Feb,2023
Hong Kong,"2,328,640,292","421,798,122",Mar,2023
Hong Kong,"1,860,502,902","461,762,973",Apr,2023
Hong Kong,"1,870,359,968","362,101,110",May,2023
Hong Kong,"2,896,872,137","287,558,027",Jun,2023
Hong Kong,"1,781,876,168","334,568,340",Jul,2023
Hong Kong,"2,270,135,108","341,376,614",Aug,2023
Hong Kong,"3,573,488,753","418,495,389",Sep,2023
Hong Kong,"2,241,155,974","360,051,322",Oct,2023
Hong Kong,"2,158,636,320","282,638,288",Nov,2023
Hong Kong,"2,206,021,049","338,630,571",Dec,2023
Hungary,"135,110,652","424,650,592",Jan,2015
Hungary,"154,262,218","478,282,993",Feb,2015
Hungary,"144,989,958","560,395,108",Mar,2015
Hungary,"131,503,128","483,829,344",Apr,2015
Hungary,"145,693,054","443,029,023",May,2015
Hungary,"127,849,570","471,915,290",Jun,2015
Hungary,"142,139,997","479,104,628",Jul,2015
Hungary,"134,562,967","440,437,063",Aug,2015
Hungary,"149,997,548","485,917,342",Sep,2015
Hungary,"133,002,534","469,813,794",Oct,2015
Hungary,"149,527,825","423,787,555",Nov,2015
Hungary,"166,632,834","558,265,955",Dec,2015
Hungary,"154,122,117","425,998,283",Jan,2016
Hungary,"171,703,699","344,719,884",Feb,2016
Hungary,"163,433,707","504,792,182",Mar,2016
Hungary,"132,348,739","388,587,075",Apr,2016
Hungary,"173,330,000","473,392,139",May,2016
Hungary,"135,502,829","488,469,366",Jun,2016
Hungary,"147,904,872","374,153,149",Jul,2016
Hungary,"120,968,078","443,018,668",Aug,2016
Hungary,"128,801,773","484,997,527",Sep,2016
Hungary,"163,410,075","439,567,170",Oct,2016
Hungary,"155,193,836","427,819,281",Nov,2016
Hungary,"197,784,110","539,639,365",Dec,2016
Hungary,"144,845,298","369,545,820",Jan,2017
Hungary,"171,683,167","329,672,473",Feb,2017
Hungary,"174,424,149","491,773,233",Mar,2017
Hungary,"176,831,823","428,039,810",Apr,2017
Hungary,"174,614,546","410,667,762",May,2017
Hungary,"140,248,098","439,541,849",Jun,2017
Hungary,"136,822,052","426,521,185",Jul,2017
Hungary,"168,064,577","387,401,967",Aug,2017
Hungary,"147,305,449","446,021,079",Sep,2017
Hungary,"165,777,039","422,786,354",Oct,2017
Hungary,"138,970,868","474,368,005",Nov,2017
Hungary,"148,559,848","451,200,952",Dec,2017
Hungary,"118,082,756","387,566,006",Jan,2018
Hungary,"142,077,675","379,141,866",Feb,2018
Hungary,"160,672,943","451,780,579",Mar,2018
Hungary,"163,259,535","418,560,029",Apr,2018
Hungary,"156,835,807","456,418,446",May,2018
Hungary,"149,044,994","435,142,204",Jun,2018
Hungary,"130,928,373","461,608,996",Jul,2018
Hungary,"139,643,918","398,645,246",Aug,2018
Hungary,"115,360,832","393,794,215",Sep,2018
